id,RFM_Overall,Segment
24079,323,Potential Loyalist
24080,433,Potential Loyalist
24081,142,At Risk
24082,231,About To Sleep
24082,231,Hibernating customers
24084,511,New Customers
24085,422,New Customers
24089,331,About To Sleep
2409,321,About To Sleep
24090,213,About To Sleep
24092,245,At Risk
24093,254,At Risk
24094,432,Potential Loyalist
24095,242,At Risk
24096,425,Promising
24099,542,Potential Loyalist
241,515,Promising
24100,115,Cannot Lose Them
24101,254,At Risk
24103,522,Promising
24104,311,New Customers
24106,515,Promising
24107,232,Hibernating customers
24108,555,Champions
24109,221,About To Sleep
2411,324,Need Attention
24112,455,Champions
24113,455,Champions
24115,221,About To Sleep
24116,321,About To Sleep
24117,422,New Customers
24118,342,Potential Loyalist
24119,111,Lost customers
2412,513,Promising
24121,355,Loyal
24123,354,Loyal
24125,332,Hibernating customers
24126,442,Potential Loyalist
24127,111,Lost customers
24130,243,At Risk
24131,423,Potential Loyalist
24132,143,At Risk
24133,553,Potential Loyalist
24134,514,Promising
24135,131,Lost customers
24136,355,Loyal
24137,355,Loyal
24138,534,Need Attention
24139,521,Promising
2414,232,Hibernating customers
24140,242,At Risk
24141,412,New Customers
24142,212,Hibernating customers
24143,441,Potential Loyalist
24144,255,At Risk
24145,412,New Customers
24146,511,New Customers
24148,354,Loyal
24149,234,At Risk
2415,555,Champions
24150,221,About To Sleep
24152,453,Potential Loyalist
24153,421,New Customers
24154,422,New Customers
24156,124,At Risk
24157,124,At Risk
24158,143,At Risk
24159,455,Champions
2416,123,Hibernating customers
24160,555,Champions
24162,131,Lost customers
24163,354,Loyal
24165,345,Loyal
24166,431,Potential Loyalist
24168,133,At Risk
24169,411,New Customers
2417,532,Potential Loyalist
24172,455,Champions
24173,332,Hibernating customers
24174,312,About To Sleep
24176,212,Hibernating customers
24178,322,Hibernating customers
24179,243,At Risk
2418,243,At Risk
24181,114,Cannot Lose Them
24182,523,Promising
24183,454,Champions
24184,111,Lost customers
24185,343,Need Attention
24186,411,New Customers
24188,243,At Risk
24189,132,Hibernating customers
2419,245,At Risk
24190,433,Potential Loyalist
24191,554,Champions
24192,242,At Risk
24193,441,Potential Loyalist
24194,213,About To Sleep
24196,344,Loyal
24197,443,Need Attention
24198,543,Loyal
24199,423,Potential Loyalist
2420,245,At Risk
24200,514,Promising
24201,242,At Risk
24202,521,Promising
24204,242,At Risk
24206,323,Potential Loyalist
24208,312,About To Sleep
24211,131,Lost customers
24213,453,Potential Loyalist
24214,324,Need Attention
24215,133,At Risk
24216,523,Promising
24217,211,Hibernating customers
24219,224,At Risk
2422,543,Loyal
24220,523,Promising
24221,124,At Risk
24222,421,New Customers
24223,532,Potential Loyalist
24224,431,Potential Loyalist
24225,152,At Risk
24227,244,At Risk
24228,321,About To Sleep
24229,112,Lost customers
24230,114,Cannot Lose Them
24231,123,Hibernating customers
24232,135,At Risk
24233,213,About To Sleep
24234,254,At Risk
24235,133,At Risk
24236,343,Need Attention
24237,143,At Risk
24238,233,Hibernating customers
24239,111,Lost customers
2424,133,At Risk
24245,332,Hibernating customers
24246,341,Potential Loyalist
24248,243,At Risk
24249,131,Lost customers
2425,111,Lost customers
24251,332,Hibernating customers
24252,453,Potential Loyalist
24253,413,Promising
24254,115,Cannot Lose Them
24256,131,Lost customers
24257,213,About To Sleep
24258,411,New Customers
24259,354,Loyal
2426,134,At Risk
24260,423,Potential Loyalist
24262,514,Promising
24264,355,Loyal
24266,353,Potential Loyalist
24268,222,Hibernating customers
24269,241,About To Sleep
24269,241,Hibernating customers
2427,211,Hibernating customers
24270,331,About To Sleep
24272,211,Hibernating customers
24273,434,Need Attention
24274,514,Promising
24275,224,At Risk
24276,345,Loyal
24277,525,Promising
24278,455,Champions
24279,421,New Customers
24280,545,Champions
24283,424,Promising
24284,531,Potential Loyalist
24287,133,At Risk
24288,343,Need Attention
24289,425,Promising
2429,534,Need Attention
24290,244,At Risk
24291,115,Cannot Lose Them
24293,345,Loyal
24295,122,Hibernating customers
24296,512,New Customers
24299,423,Potential Loyalist
2430,131,Lost customers
24301,453,Potential Loyalist
24302,245,At Risk
24303,455,Champions
24304,532,Potential Loyalist
24305,421,New Customers
24308,414,Promising
2431,444,Loyal
24310,352,Potential Loyalist
24312,425,Promising
24314,222,Hibernating customers
24315,212,Hibernating customers
24316,221,About To Sleep
24317,242,At Risk
24319,253,At Risk
24321,121,Lost customers
24324,155,Cannot Lose Them
24325,232,Hibernating customers
24326,321,About To Sleep
24327,122,Hibernating customers
24329,232,Hibernating customers
2433,244,At Risk
24330,124,At Risk
24331,221,About To Sleep
24332,212,Hibernating customers
24333,342,Potential Loyalist
24334,231,Hibernating customers
24334,231,About To Sleep
24335,111,Lost customers
24336,213,About To Sleep
24337,532,Potential Loyalist
24338,343,Need Attention
24339,543,Loyal
2434,213,About To Sleep
24340,533,Potential Loyalist
24341,432,Potential Loyalist
24343,243,At Risk
24344,354,Loyal
24345,243,At Risk
24346,112,Lost customers
24347,444,Loyal
2435,121,Lost customers
24350,324,Need Attention
24351,222,Hibernating customers
24354,455,Champions
24355,352,Potential Loyalist
24356,421,New Customers
24359,231,About To Sleep
24359,231,Hibernating customers
2436,111,Lost customers
24360,345,Loyal
24361,555,Champions
24362,133,At Risk
24363,111,Lost customers
24364,433,Potential Loyalist
24366,115,Cannot Lose Them
24367,241,Hibernating customers
24367,241,About To Sleep
24368,454,Champions
24370,211,Hibernating customers
24374,531,Potential Loyalist
24375,453,Potential Loyalist
24376,321,About To Sleep
24378,241,Hibernating customers
24378,241,About To Sleep
24379,343,Need Attention
24380,331,About To Sleep
24381,244,At Risk
24382,345,Loyal
24383,332,Hibernating customers
24384,455,Champions
24388,212,Hibernating customers
24389,123,Hibernating customers
2439,355,Loyal
24391,321,About To Sleep
24392,122,Hibernating customers
24393,511,New Customers
24395,121,Lost customers
24396,344,Loyal
24397,522,Promising
24398,244,At Risk
24399,254,At Risk
244,512,New Customers
2440,124,At Risk
24404,155,Cannot Lose Them
24405,333,Potential Loyalist
24406,112,Lost customers
24407,343,Need Attention
24408,343,Need Attention
24410,425,Promising
24412,344,Loyal
24414,211,Hibernating customers
24415,244,At Risk
24416,455,Champions
2442,121,Lost customers
24422,352,Potential Loyalist
24423,113,Cannot Lose Them
24425,512,New Customers
24427,423,Potential Loyalist
24429,114,Cannot Lose Them
2443,141,Lost customers
24430,145,At Risk
24431,553,Potential Loyalist
24433,112,Lost customers
24436,111,Lost customers
24437,322,Hibernating customers
24439,521,Promising
2444,555,Champions
24440,244,At Risk
24444,345,Loyal
24445,435,Loyal
24447,224,At Risk
24448,421,New Customers
2445,134,At Risk
24451,145,At Risk
24453,244,At Risk
24454,131,Lost customers
24455,255,At Risk
24456,324,Need Attention
24457,132,Hibernating customers
24458,343,Need Attention
24459,345,Loyal
2446,513,Promising
24460,244,At Risk
24462,512,New Customers
24463,112,Lost customers
24467,121,Lost customers
24468,242,At Risk
24469,421,New Customers
2447,144,Cannot Lose Them
24471,231,About To Sleep
24471,231,Hibernating customers
24472,415,Promising
24473,415,Promising
24475,155,Cannot Lose Them
24477,512,New Customers
24478,255,At Risk
24479,543,Loyal
2448,112,Lost customers
24480,235,At Risk
24481,425,Promising
24482,421,New Customers
24483,554,Champions
24484,245,At Risk
24485,454,Champions
24486,554,Champions
24489,455,Champions
2449,523,Promising
24490,443,Need Attention
24491,553,Potential Loyalist
24493,521,Promising
24494,411,New Customers
24495,121,Lost customers
24496,241,Hibernating customers
24496,241,About To Sleep
24497,155,Cannot Lose Them
24498,432,Potential Loyalist
24499,432,Potential Loyalist
245,324,Need Attention
2450,121,Lost customers
24500,213,About To Sleep
24501,244,At Risk
24504,133,At Risk
24505,124,At Risk
24506,253,At Risk
24507,534,Need Attention
24509,514,Promising
2451,554,Champions
24512,511,New Customers
24513,243,At Risk
24514,423,Potential Loyalist
24515,332,Hibernating customers
24516,244,At Risk
24517,242,At Risk
24518,322,Hibernating customers
24519,354,Loyal
2452,244,At Risk
24520,455,Champions
24521,555,Champions
24522,525,Promising
24523,211,Hibernating customers
24524,555,Champions
24526,511,New Customers
24527,513,Promising
24528,354,Loyal
24529,432,Potential Loyalist
24530,125,At Risk
24531,113,Cannot Lose Them
24533,345,Loyal
24534,135,At Risk
24535,155,Cannot Lose Them
24536,231,About To Sleep
24536,231,Hibernating customers
24538,131,Lost customers
24539,454,Champions
2454,355,Loyal
24540,123,Hibernating customers
24541,121,Lost customers
24542,145,At Risk
24543,542,Potential Loyalist
24544,543,Loyal
24545,341,Potential Loyalist
24546,254,At Risk
24547,325,Need Attention
24548,543,Loyal
2455,121,Lost customers
24550,131,Lost customers
24552,354,Loyal
24554,335,Loyal
24555,455,Champions
24556,112,Lost customers
24557,455,Champions
24558,431,Potential Loyalist
2456,232,Hibernating customers
24561,244,At Risk
24562,421,New Customers
24563,413,Promising
24564,511,New Customers
24565,334,Need Attention
24566,253,At Risk
24568,211,Hibernating customers
24569,422,New Customers
2457,352,Potential Loyalist
24570,454,Champions
24571,232,Hibernating customers
24574,334,Need Attention
24575,511,New Customers
24577,321,About To Sleep
24579,453,Potential Loyalist
2458,555,Champions
24580,344,Loyal
24581,554,Champions
24582,121,Lost customers
24584,332,Hibernating customers
24586,344,Loyal
24588,234,At Risk
24589,132,Hibernating customers
2459,132,Hibernating customers
24590,134,At Risk
24591,533,Potential Loyalist
24592,111,Lost customers
24594,143,At Risk
24595,554,Champions
24596,555,Champions
24597,553,Potential Loyalist
24600,121,Lost customers
24601,254,At Risk
24604,333,Potential Loyalist
24605,443,Need Attention
24606,355,Loyal
24607,543,Loyal
24608,341,Potential Loyalist
24609,433,Potential Loyalist
2461,241,About To Sleep
2461,241,Hibernating customers
24611,152,At Risk
24613,554,Champions
24614,313,Promising
24616,514,Promising
24617,544,Champions
24618,225,At Risk
2462,411,New Customers
24620,235,At Risk
24623,113,Cannot Lose Them
24626,124,At Risk
24627,455,Champions
24628,345,Loyal
24629,344,Loyal
24630,531,Potential Loyalist
24631,115,Cannot Lose Them
24633,411,New Customers
24634,213,About To Sleep
24635,543,Loyal
24636,512,New Customers
24638,213,About To Sleep
24639,424,Promising
24641,221,About To Sleep
24642,225,At Risk
24643,132,Hibernating customers
24644,343,Need Attention
24647,222,Hibernating customers
24648,343,Need Attention
24649,433,Potential Loyalist
24650,243,At Risk
24651,354,Loyal
24653,331,About To Sleep
24654,324,Need Attention
24655,432,Potential Loyalist
24656,445,Champions
24657,342,Potential Loyalist
24658,353,Potential Loyalist
24659,213,About To Sleep
24663,111,Lost customers
24664,115,Cannot Lose Them
24665,242,At Risk
24666,514,Promising
24667,412,New Customers
24668,444,Loyal
2467,324,Need Attention
24671,142,At Risk
24673,344,Loyal
24674,412,New Customers
24675,244,At Risk
24676,511,New Customers
24677,544,Champions
24678,213,About To Sleep
2468,354,Loyal
24680,121,Lost customers
24682,353,Potential Loyalist
24683,255,At Risk
24684,555,Champions
24685,344,Loyal
24686,432,Potential Loyalist
24687,514,Promising
24688,455,Champions
24689,455,Champions
2469,243,At Risk
24690,224,At Risk
24691,233,Hibernating customers
24693,222,Hibernating customers
24694,413,Promising
24695,213,About To Sleep
24696,513,Promising
24697,213,About To Sleep
24698,522,Promising
24699,131,Lost customers
247,114,Cannot Lose Them
24700,531,Potential Loyalist
24701,455,Champions
24702,425,Promising
24704,121,Lost customers
24705,242,At Risk
24707,225,At Risk
24708,222,Hibernating customers
2471,124,At Risk
24711,245,At Risk
24712,142,At Risk
24715,454,Champions
24716,545,Champions
24717,143,At Risk
24718,112,Lost customers
24719,223,Hibernating customers
24720,232,Hibernating customers
24721,425,Promising
24722,434,Need Attention
24723,321,About To Sleep
24726,411,New Customers
24727,242,At Risk
24728,455,Champions
24729,425,Promising
2473,545,Champions
24730,343,Need Attention
24731,332,Hibernating customers
24733,512,New Customers
24734,213,About To Sleep
24735,343,Need Attention
24736,222,Hibernating customers
24737,114,Cannot Lose Them
24738,141,Lost customers
24739,245,At Risk
2474,355,Loyal
24740,215,Cannot Lose Them
24742,345,Loyal
24744,554,Champions
24745,321,About To Sleep
24747,433,Potential Loyalist
24749,424,Promising
2475,111,Lost customers
24750,121,Lost customers
24751,513,Promising
24752,413,Promising
24753,513,Promising
24754,242,At Risk
24755,455,Champions
24757,242,At Risk
24759,111,Lost customers
24761,453,Potential Loyalist
24762,455,Champions
24763,233,Hibernating customers
24764,432,Potential Loyalist
24765,414,Promising
24766,313,Promising
24767,443,Need Attention
24768,245,At Risk
24769,223,Hibernating customers
2477,134,At Risk
24770,455,Champions
24771,241,About To Sleep
24771,241,Hibernating customers
24773,311,New Customers
24774,454,Champions
24775,345,Loyal
24776,555,Champions
24777,143,At Risk
24778,245,At Risk
24779,244,At Risk
24782,453,Potential Loyalist
24785,424,Promising
24786,144,Cannot Lose Them
24787,231,Hibernating customers
24787,231,About To Sleep
24788,422,New Customers
24789,332,Hibernating customers
24791,531,Potential Loyalist
24792,421,New Customers
24793,255,At Risk
24796,112,Lost customers
24797,224,At Risk
24798,421,New Customers
248,424,Promising
